71	72	1	73	2	136	74	75	3	137	138	76	77	4	139	5	6	140	78	141	79	80	7	8	81	82	142	9	143	83	10	84	11	12	13	14	15	85	86	87	144	88	145	146	147	16	89	17	18	19	20	90	148	91	21	22	23	149	92	93	24	94	25	95	150	151	96	97	152	153	26	27	154	155	98	28	156	99	100	29	30	31	32	101	157	33	158	34	159	160	102	161	35	36	37	103	38	39	104	105	162	106	40	41	42	107	43	44	163	45	164	108	109	165	46	110	47	111	112	48	113	114	166	167	168	49	50	51	169	52	170	115	171	53	172	116	117	173	118	119	120	54	121	174	175	122	176	123	177	178	124	179	125	180	181	182	183	126	127	55	128	129	130	56	57	184	185	186	131	132	187	133	58	188	189	59	60	190	61	62	191	192	193	194	63	195	64	65	134	196	66	67	68	197	69	135	198	199	70	200	201
11.67	13.86	20.53	14.13	15.85	21.11	25.13	15.41	16.09	19.78	22.19	11.8	12.67	16.78	19.79	15.16	12.62	21.54	12.2	21.73	14.51	12.24	14.39	15.54	9.84	12.5	23.15	16.74	19.8	14.17	14.12	13.19	17.01	13.86	10.76	15.45	12.26	11.8	10.9	14.72	20.64	11.4	22.45	17.18	22.59	16.18	11.08	13.95	14.82	15.69	17.09	13.17	22.48	12.36	13.97	12.05	11.59	21.52	10.88	12.36	13.84	11.86	15.04	12.43	22.72	14.77	13.2	8.99	23.66	25.63	17.41	15.41	24.5	24.45	12.04	18.26	19.98	10.53	10.88	18.84	11.39	15.2	13.48	11.05	23.03	17.02	19.79	16.56	19.27	20.59	14.05	20.33	20.06	17.12	16.3	9.81	17.14	15.27	10.73	12.4	19.2	11.76	17.63	16.58	11.19	13.25	13.51	13.51	22.85	10.08	21.44	11.83	10.89	25.73	13.95	11.36	18.32	11.6	13.57	18.77	10.91	13.63	17.91	25.81	21.45	17.15	17.89	17.17	18.45	14.2	18.75	12.24	13.63	13.88	18.5	10.09	12.36	17.76	12.63	10.9	14.95	16.62	11.76	20.51	25.49	13.89	24.16	14.44	23.84	25.79	11.32	21.07	12.19	18.9	23.69	22.71	20.37	14.08	12.79	13.24	13.94	12.67	10.11	15.79	12.91	18.84	21.91	20.37	11.75	13.04	24.93	11.45	14.54	22.85	21.53	11.38	10.99	20.84	13.95	14.38	26.75	18.72	21.72	22.27	14.79	18.32	16.58	15.7	14.1	20.17	15.63	17.57	18.33	13.33	13.76	11.37	9.02	17.62	15.85	21.83	21.13
12.8025	13.0995	15.5925	12.222	14.724	17.4105	16.9785	13.8285	14.211	16.173	16.578	11.835	12.8115	14.661	16.8975	13.7925	13.617	17.685	12.1185	16.4295	12.9555	13.3515	14.3955	14.9985	14.1075	12.0375	17.829	15.453	16.9695	12.7665	12.969	13.0365	15.2685	14.904	13.689	14.8095	13.7205	12.411	12.4875	13.473	15.3135	12.5775	17.1675	15.8625	16.8165	15.7815	12.825	13.815	14.013	14.1885	15.6825	11.916	16.8975	13.5765	14.841	15.597	13.644	17.127	12.0375	13.3875	15.354	12.195	14.3955	13.383	16.6185	15.5925	14.076	12.5415	17.1045	17.9595	14.0085	14.4945	18.144	16.3755	13.32	15.588	15.678	12.8205	12.4335	15.7725	14.0355	14.256	14.202	13.2345	17.0595	14.454	16.5915	14.796	15.471	16.0335	12.492	16.0785	17.3565	14.976	14.355	12.6945	14.589	15.813	14.1975	13.0905	14.5395	12.006	14.904	16.029	15.2235	12.1545	14.211	14.9985	17.388	12.825	17.2125	13.9095	12.6945	18.1485	13.302	12.4335	16.5735	14.067	13.0185	15.282	12.618	12.0735	16.605	17.0325	16.083	14.0085	14.6025	14.337	15.2775	14.859	15.6015	13.743	16.119	15.1965	16.047	12.645	14.544	15.336	12.78	12.2175	13.617	15.3855	12.2355	17.5365	16.515	13.833	16.7355	12.051	16.974	17.163	13.2885	16.9605	13.4505	16.623	16.5645	15.804	17.037	12.7485	12.0915	15.2055	12.3525	13.3515	12.573	15.579	15.0165	14.706	16.0245	17.37	12.3975	12.1275	17.3565	11.889	13.3875	16.173	16.533	14.4045	13.212	16.938	13.617	14.4045	16.9335	15.624	17.082	16.9605	14.202	14.787	14.0805	15.1965	13.0995	15.687	14.6655	15.1695	15.3945	13.356	14.1975	13.4145	12.9555	15.2415	14.175	17.559	17.514
8.055074738	7.349906812	9.565426582	7.182948645	8.622661318	9.680494488	9.931461322	8.078300047	8.16274649	9.75182248	9.920309777	7.190370284	7.957211022	8.36394995	9.552256412	8.493575412	7.583930734	10.08375965	7.042532981	9.962191063	8.032617966	7.675903081	8.555908975	9.318823312	8.791853663	7.410269832	9.985067802	8.644009428	10.1220446	8.000060327	7.760023958	7.864724394	9.476821833	8.556407624	7.995471866	9.050030813	8.256022097	7.2185842	7.691875707	7.608560127	8.914336865	6.98960415	10.45596871	9.116173069	9.674444391	9.251150881	7.362560442	8.106772596	7.845019517	8.107844387	9.387166599	7.475322687	9.483580139	7.797966216	8.427457722	9.16510172	8.079217898	10.0469195	6.893217743	7.836159152	8.710099753	6.849611384	8.420361285	8.245929186	9.882405112	8.681918227	8.283940511	7.272806484	9.807424291	10.80490014	8.426143821	8.398454473	10.19332959	9.680966622	8.01077206	9.500715272	8.775622037	7.852431104	7.105949065	9.255819473	7.821242765	8.813629368	8.844218686	7.401979293	9.598926987	8.389033566	10.06637609	8.623290613	9.481646102	9.450828688	7.789589276	9.655309264	9.849568015	9.243487986	8.113921869	7.40489795	9.096316877	9.492013572	8.176181125	7.397680209	8.751909295	6.733252011	8.672393969	9.388903732	8.903407327	7.047165688	8.758743881	8.663377558	10.13087224	7.299650698	10.38693891	8.194543762	7.284060934	10.21078389	7.524186547	7.293975441	9.918182874	8.055048639	8.018706158	9.447217858	7.431551059	6.860361326	9.378957326	10.26511827	9.456994218	7.871720323	8.820823488	8.648271243	9.064148357	8.849008506	9.032148381	7.933225949	9.867003843	9.433808147	9.771728213	7.871792902	8.902860818	9.104888135	7.459334099	7.47236689	8.04574684	8.593053585	7.723538573	10.56325069	9.346656718	8.156700721	9.920694117	7.476995808	9.809705849	10.27543853	8.058252986	9.636225702	8.168414576	9.777065398	9.749426273	8.876911162	9.873537229	7.837966996	7.424022663	9.441504655	7.786717989	7.980841764	7.7227968	9.536308396	8.951663343	8.917509067	9.786254885	10.26857603	7.368073055	7.145492718	10.43195978	6.935169045	7.582903508	9.867870035	9.259112981	8.646675359	7.733342151	9.584200611	7.875526697	8.137893389	9.867179391	8.894797752	9.821723044	9.618423999	8.864132181	8.489029543	8.80794203	8.696744552	7.846757515	8.794082528	8.375779422	9.098228491	9.469039277	7.875741111	7.960626109	8.149840497	7.572287267	8.850863182	8.861027239	9.828308399	9.837131822
34.65	38.1	49.89	35.43	43.29	56.25	60.48	39.96	42.03	51.78	56.16	32.46	36.15	44.58	54.9	40.35	38.34	57.33	33.54	54.81	37.62	36.66	41.67	44.64	38.01	33.57	60.72	47.34	55.29	36.45	38.19	37.32	46.08	43.14	37.08	44.37	38.16	34.44	34.23	39.21	51.96	33.69	57.45	49.23	57.42	47.64	34.95	39.66	41.22	43.11	48.36	32.37	56.85	37.38	42.84	44.1	36.33	56.55	32.73	36.33	44.76	33.78	42.99	36.9	56.43	46.14	40.11	31.77	58.53	62.91	43.56	42.33	62.64	56.82	37.11	48.6	50.52	34.02	33.81	49.32	38.64	42.33	40.62	36.3	58.14	45.09	53.94	44.4	50.31	54.42	36.03	52.89	56.16	45.15	43.02	32.4	45.78	47.07	38.28	36.57	46.71	34.05	45.78	48.42	41.97	33.06	40.5	43.77	60.6	34.26	56.82	38.1	33.69	63.54	38.22	34.2	51.24	38.4	36.63	46.5	33.81	34.68	52.65	60.3	52.08	43.47	45.03	42.27	48.48	42.33	49.59	38.37	47.97	43.38	51.36	33.54	39.6	46.68	35.49	33.72	38.67	46.14	34.29	56.88	56.94	40.02	57.18	35.25	58.71	62.13	35.61	55.35	37.14	53.97	57.54	54.51	56.49	36.78	33.63	41.52	36.39	37.47	33.42	45.33	42.87	46.14	52.89	55.77	34.08	34.47	60.09	32.22	39.48	55.95	55.65	39.48	36.24	56.64	39.06	42.09	59.82	48.69	56.28	56.67	41.34	46.8	42.48	44.97	37.86	50.46	44.07	46.47	48.57	37.65	41.4	36.57	33.69	48.51	41.82	57.39	58.38
1375.5	1439.55	1623.3	1412.25	1512	1698.9	1788.15	1463.7	1500.45	1651.65	1715.7	1347.15	1408.05	1540.35	1668.45	1472.1	1424.85	1707.3	1369.2	1689.45	1435.35	1398.6	1472.1	1529.85	1398.6	1370.25	1775.55	1565.55	1676.85	1412.25	1443.75	1426.95	1549.8	1492.05	1384.95	1524.6	1424.85	1370.25	1359.75	1461.6	1670.55	1352.4	1727.25	1601.25	1744.05	1564.5	1372.35	1453.2	1475.25	1510.95	1575	1357.65	1724.1	1408.05	1487.85	1492.05	1414.35	1697.85	1344	1393.35	1515.15	1366.05	1499.4	1400.7	1710.45	1539.3	1446.9	1303.05	1754.55	1811.25	1533	1488.9	1790.25	1731.45	1414.35	1603.35	1645.35	1351.35	1361.85	1601.25	1417.5	1497.3	1454.25	1380.75	1755.6	1550.85	1664.25	1524.6	1640.1	1692.6	1419.6	1665.3	1699.95	1541.4	1508.85	1319.85	1559.25	1548.75	1404.9	1402.8	1590.75	1377.6	1558.2	1573.95	1452.15	1365	1454.25	1499.4	1773.45	1350.3	1713.6	1408.05	1346.1	1807.05	1435.35	1373.4	1614.9	1414.35	1414.35	1560.3	1350.3	1397.55	1644.3	1783.95	1654.8	1534.05	1549.8	1513.05	1609.65	1480.5	1610.7	1420.65	1563.45	1506.75	1632.75	1335.6	1434.3	1563.45	1389.15	1365	1445.85	1550.85	1378.65	1701	1749.3	1464.75	1727.25	1419.6	1757.7	1809.15	1367.1	1692.6	1411.2	1665.3	1746.15	1707.3	1710.45	1428	1378.65	1463.7	1441.65	1413.3	1342.95	1526.7	1479.45	1564.5	1677.9	1685.25	1370.25	1388.1	1774.5	1336.65	1451.1	1723.05	1703.1	1422.75	1389.15	1707.3	1444.8	1486.8	1776.6	1593.9	1701	1704.15	1476.3	1586.55	1512	1528.8	1435.35	1628.55	1521.45	1568.7	1591.8	1424.85	1474.2	1386	1326.15	1614.9	1487.85	1712.55	1732.5
0.93005	0.93401	0.96217	0.90178	0.96261	0.98989	0.96085	0.94743	0.94875	0.96393	0.9691	0.90816	0.92576	0.95436	1.00188	0.94644	0.95876	0.99891	0.90926	0.9757	0.92675	0.95172	0.9768	0.96921	0.98747	0.90783	0.97867	0.98153	0.99847	0.92873	0.93038	0.93082	0.97471	0.98461	0.98153	0.97009	0.95546	0.93203	0.9416	0.9328	0.94589	0.93621	0.9779	0.97526	0.95942	0.98868	0.94325	0.9548	0.96184	0.95986	0.99	0.89177	0.97119	0.95766	0.98384	1.00683	0.92312	0.99616	0.92092	0.95029	0.99066	0.91905	0.97141	0.95524	0.97966	0.9889	0.97339	0.95128	0.9658	0.97449	0.94127	0.9702	0.99341	0.9625	0.94237	0.96074	0.94853	0.94556	0.92609	0.9768	0.97669	0.95942	0.97581	0.96723	0.95876	0.95238	0.98923	0.97053	0.95018	0.96492	0.90739	0.968	0.98747	0.96569	0.95986	0.9449	0.95656	0.99638	0.98604	0.94369	0.93797	0.91201	0.9581	0.99374	1.01013	0.90079	0.97372	0.98923	0.97834	0.95513	0.98362	0.97614	0.94534	0.98879	0.94204	0.92125	0.99869	0.9746	0.92983	0.9702	0.94193	0.90178	0.98901	0.96206	0.96635	0.93918	0.95227	0.93819	0.95084	0.98021	0.97053	0.96646	0.99704	0.96998	0.97812	0.9548	0.97713	0.97053	0.93456	0.91949	0.93951	0.97427	0.91685	0.99847	0.9449	0.9482	0.97394	0.88902	0.96569	0.96393	0.96745	0.98131	0.94699	0.98912	0.95887	0.95007	0.98087	0.91663	0.89837	0.98505	0.88891	0.95238	0.94138	0.98846	0.9955	0.95766	0.95403	0.99726	0.92202	0.90893	0.96921	0.91619	0.95282	0.95678	0.97515	0.99099	0.95304	0.98659	0.95051	0.96756	0.96272	0.9735	0.98824	0.99088	0.96349	0.9438	0.94424	0.97713	0.93291	0.96646	0.96789	0.95964	0.97339	0.94138	0.96734	0.96613	0.9724	0.94468	0.96008	0.99385	0.98835
19.145	8.78	5.12	13.694	10.925	11.564	4.73	20.105	5.651	12.617	5.564	13.559	13.964	5.387	7.511	9.593	2.528	7.808	8.996	6.329	8.246	15.407	10.958	2.054	5.9	16.439	16.703	15.779	7.952	9.914	9.599	13.772	3.101	6.386	8.66	7.112	11.306	16.628	13.871	14.912	10.472	11.975	8.252	11.651	19.046	1.2953	14.627	11.471	7.796	3.392	5.81	15.386	9.104	13.961	19.055	4.301	3.506	7.529	11.537	11.396	2.426	15.005	8.984	15.911	8.711	9.8	13.01	13.925	7.886	13.031	3.443	7.262	14.048	14.192	10.757	7.469	13.025	9.041	11.927	4.907	6.056	7.064	6.761	5.603	10.034	4.799	5.771	8.336	13.76	9.857	19.976	10.241	14.972	5.387	2.939	13.319	12.629	3.797	7.484	13.571	6.92	12.011	5.663	3.065	14.702	19.205	5.747	11.555	14.519	7.1	7.724	24.368	21.572	16.34	6.512	15.764	7.868	13.619	3.983	13.133	10.955	11.186	15.098	4.865	9.578	11.348	4.373	10.76	11.798	7.1	15.596	15.449	9.008	7.406	7.574	11.153	23.945	13.916	14.585	9.563	17.555	4.997	5.663	12.002	10.073	16.985	5.744	12.134	3.416	12.353	9.791	5.705	15.416	5.204	9.071	7.559	6.659	13.268	17.507	5.777	13.475	12.263	18.164	8.384	7.097	12.386	11.228	17.003	11.144	15.164	8.189	13.106	1.5653	12.173	4.214	6.383	3.245	3.947	9.119	4.151	8.756	10.307	8.36	9.917	8.408	7.175	8.216	7.874	8.918	11.012	9.758	9.236	1.709	12.257	3.68	9.893	5.807	11.858	5.372	5.327	11.924
4.4604	4.7844	5.2893	4.8168	4.6296	5.3928	5.5665	4.896	4.6188	5.2119	5.4873	4.5801	4.5414	4.8159	5.3658	4.5873	4.3038	5.4711	4.5009	5.5773	4.9419	4.6989	4.2642	4.4604	4.2705	4.6971	5.5692	4.6224	5.3145	4.8042	4.5603	4.743	4.6188	4.4604	4.1445	4.5999	4.4226	4.5018	4.3425	4.8555	5.3298	4.5027	5.5665	5.0562	5.4477	4.5819	4.6215	4.5792	4.3425	4.77	4.8987	4.6746	5.5332	4.6323	4.5009	4.1841	4.0671	5.58	4.4604	4.5108	4.5792	4.5828	4.7016	4.5567	5.4477	4.8951	4.5819	4.3146	5.5665	5.6844	4.9383	4.5342	5.6889	5.7258	4.5009	4.9743	5.2893	4.5027	4.5	4.9797	4.1463	4.6971	4.6602	4.5504	5.3685	4.8951	5.3271	4.7781	5.2155	5.4099	4.743	5.3361	5.2911	4.824	4.635	4.5567	4.7826	4.5414	4.347	4.6422	5.2911	4.6188	4.698	4.6575	4.3029	4.6467	4.6584	4.3029	5.5683	4.1463	5.3541	4.5	4.4613	5.6079	4.3821	4.5801	4.9356	4.4226	4.6602	4.9752	4.5009	4.6638	5.0949	5.8041	5.3739	4.8564	4.5009	4.7691	5.2155	4.5	5.292	4.4622	4.6296	4.5396	5.1714	4.3452	4.5504	5.2623	4.7763	4.5792	4.7844	4.6998	4.6188	5.175	5.8482	4.7763	5.5467	4.779	5.6457	5.8059	4.6188	5.2146	4.5405	5.2533	5.6061	5.6457	5.2911	4.824	4.7475	4.3245	4.698	4.5018	4.5441	4.662	4.3425	5.2155	5.454	5.2893	4.7367	4.779	5.688	4.4667	4.5504	5.4918	5.3046	4.3047	4.4649	5.4981	4.3425	4.5009	5.895	5.3298	5.4477	5.3694	4.3848	5.1768	4.6584	4.6575	4.7079	5.2569	4.6971	4.7052	4.7763	4.6584	4.4649	4.383	4.2327	5.1327	4.5108	5.3316	5.4081
0.048667685	0.048826089	0.049521325	0.049594663	0.050384315	0.050905478	0.05098881	0.051079693	0.051662482	0.051698267	0.051753677	0.051917287	0.052316298	0.052942112	0.053145593	0.05316132	0.053534027	0.053632816	0.053825341	0.054702297	0.054749949	0.05475062	0.054843719	0.054866503	0.054888833	0.054992029	0.05512268	0.055197654	0.055314833	0.055338534	0.055633783	0.055693119	0.055867923	0.056028863	0.056191072	0.05687435	0.057657046	0.057950369	0.058176667	0.058405077	0.058438453	0.058464919	0.058838096	0.05892231	0.059076494	0.059455195	0.059481271	0.059650127	0.060124494	0.060149762	0.060595977	0.060652211	0.060790747	0.060836436	0.061081849	0.061291127	0.061467968	0.061568937	0.061895973	0.061940393	0.062113108	0.062272832	0.062469508	0.062689118	0.063331451	0.063525818	0.064528794	0.064562308	0.064568194	0.064581556	0.064897515	0.066046261	0.06648087	0.066741898	0.06680396	0.067077366	0.067703751	0.067890403	0.068260855	0.068389071	0.068473185	0.068733821	0.068855088	0.069035529	0.069073925	0.069286676	0.069456059	0.069512197	0.069899161	0.070337865	0.070651532	0.071051311	0.071459619	0.072141562	0.072432258	0.072489873	0.07308836	0.073180416	0.073243716	0.07333732	0.073351805	0.073787614	0.074236518	0.074340928	0.074858267	0.074932148	0.07584731	0.076073038	0.076217625	0.076616376	0.077291343	0.077401875	0.077405579	0.07773461	0.077949525	0.07872267	0.079340232	0.07973655	0.080050116	0.080238761	0.080528193	0.080967546	0.081027481	0.081241553	0.081269016	0.081495298	0.081639629	0.081691391	0.081728037	0.082806404	0.083022784	0.083210518	0.0833444	0.083459114	0.083617763	0.084173384	0.084184466	0.084599561	0.08523694	0.085288677	0.08552022	0.085547936	0.085550399	0.085732974	0.086056801	0.086227161	0.086299763	0.086723756	0.087792388	0.087908341	0.088249763	0.088521481	0.088566207	0.088742675	0.088866623	0.089467695	0.08985014	0.089966109	0.0900969	0.090109067	0.090113778	0.090212124	0.090476426	0.09054876	0.090686201	0.090835413	0.091138009	0.091148216	0.091176416	0.091242032	0.092062683	0.09213735	0.092175184	0.092415373	0.092794825	0.093107643	0.093146114	0.093161343	0.093168773	0.093333225	0.093770619	0.094405991	0.094495376	0.09497878	0.095321917	0.095770255	0.095834093	0.095988585	0.09668055	0.096695317	0.096765874	0.097574124	0.098623512	0.09936123	0.099465173	0.099551311	0.099610547	0.09961506	0.100123148	0.100567153	0.100874777
